organization_id,name,location,latitude,longitude,industry_id,description,siret
12476,GAGNERAUD CONSTRUCTION,,,,8,"Depuis plus de 130 ans, le Groupe Gagneraud a su forger son identité de bâtisseurs dans la durée et ainsi fédérer ses femmes et ses hommes autour de valeurs fortes et respectées.

Ce groupe familial intervient dans de nombreux domaines du BTP : bâtiment, travaux publics, génie civil, contractant général, ouvrages d'art, production de matériaux, services.

Il est fortement implanté dans 5 régions : Nord Picardie - Ile de France – Normandie - Provence Alpes Côtes d’Azur - Bretagne au travers de ses différentes filiales.

Il réuni près de 2 600 collaborateurs pour un chiffre d’affaires de 580 ME.",
12478,FAYAT ENERGIE SERVICES,,,,11,"Premier groupe indépendant du BTP français, le groupe FAYAT a intégré l’activité ÉNERGIE, en 1994 avec l’acquisition d’une entreprise de référence comme SATELEC et SEMERU.

FAYAT ENERGIE SERVICES (3000 collaborateurs et 450M€ de CA) rassemble toutes les compétences pour étudier et réaliser des projets complexes dans le domaine de l’ingénierie électrique, électronique et informatique dans les grandes infrastructures, l’équipement de bâtiments, les process industriels et l’intégration de systèmes.",
12479,CD&B,,,,9,"1.	Domaine d’activité

CD&B est une entreprise de conseil et de travaux spécialisée depuis 2002 dans la transformation des espaces de travail, au service des évolutions de l'entreprise. Avec nos 120 consultants, nous mobilisons toutes les composantes de l'entreprise pour réfléchir, définir, concevoir et réaliser les projets de nos clients. Plus de 300 chaque année. Pour CD&B, transformer c'est grandir. La société CD&B est organisée en deux grands pôles d’activité : Conseil &Stratégie et Design & Travaux.

Notre équipe a travaillé ou travaille actuellement sur des sujets passionnants :
-	Conception et réalisation du siège social d’Orangina Schweppes
-	Transformation des aménagements au siège français de TetraPak
-	Etude des usages et des modes de travail et réalisation des espaces de travail du Leem, syndicat de l’industrie pharmaceutique.
- Nous pourrions encore citer parmi nos clients Sisley, Club Med, F iniciativas, Red bull...",
12484,FotoBORNE,,,,16,"FotoBORNE est une société, fondée en 2008, multi-spécialisée sur les technologies informatiques, et particulièrement sur les bornes photo événementielles entièrement personnalisable (cliché, borne, interface), ce système ludique est un très bon moyen pour animer tous types d’événements publics et privés.",
12485,Brains,,,,17,"Brains est un cabinet de conseil spécialisé dans le pilotage de projets IT & digitaux.

Nous accompagnons les grandes entreprises dans la définition de leur stratégie digitale, le pilotage de leurs projets web & mobile, la réflexion sur les usages et les parcours utilisateurs (UX/UI), la conception et le développement de leurs applications B2B/B2C, le développement de la connaissance client (CRM) ainsi que la mesure de la performance des sites web et apps mobiles développées.

Nous réalisons la plupart de nos projets en méthodologie agile, favorisant ainsi l'amélioration continue des produits, l’adaptation aux changements et la réduction du time-to-market.

Brains prône une forte culture startup associée à des valeurs d’excellence, d’audace et d’innovation, ainsi qu’une expertise dans l’accompagnement à la digitalisation des entreprises et au développement de leurs produits digitaux.",
12486,AMILTONE,,,,9,"Rejoindre Amiltone, c’est faire partie d’une équipe au cœur de l’innovation.
Notre environnement de travail, permet l’amélioration continue, encourage et permet à chacun d’exprimer son potentiel.

Notre mission : Accompagner les grands groupes industriels et tertiaires dans leurs changements fonctionnels et techniques.

Notre expertise SI : les nouvelles technologies, la mobilité et la Business Intelligence. 

Notre expertise industrielle : les systèmes embarqués, l'électronique, le génie logiciel, et l'ingénierie mécanique.
",
12488,LGB Scop,,,,15,"Constructeur de Rectifieuses Planes et Centres d'Usinages 3 & 5 Axes
100% Français
depuis 1952
",
12489,wweeddoo,,,,12,"Ose tes projets ! 
9 jeunes sur 10 ont des projets mais ne savent pas comment s’y prendre.

• wweeddoo.com est la 1ère plateforme de projet pour les 13-30 ans, elle permet aux jeunes de lancer des projets, de trouver des soutiens et de rendre visible les jeunes et tous ceux qui les soutiennent. 

• 100% gratuit pour les jeunes, wweeddoo est une start-up financée par les institutions, les entreprises et les collectivités locales.

• wweeddoo est soutenue par l’Education Nationale, la Caisse des Dépôts et Consignations, et déjà partenaire de Courbevoie, Sceaux, Gennevilliers, Caisse nationale d’allocations familiales, Kangae, Elior, Michelin, Téléthon, Entreprendre Pour Apprendre Idf et de nombreux établissements scolaires et supérieurs et associations.
",
12490,Snaac Assurances,,,,6,"Snaac est une jeune start-up ayant pour vocation de faire de l’assurance un outil efficace contre le Cyber-risque pour les TPE-PME. Le projet s’articule autour de technologies innovantes, l’enjeu étant de bousculer un marché encore sous-exploité. L’explosion des sinistres conjuguée à la prise de conscience des risques ouvrent une voie pour une offre intelligente et à forte valeur ajoutée.
Les cyber-attaques ont augmenté de manière massive, et seulement 2% des entreprises françaises sont aujourd'hui couvertes contre ce risque. 

A ce jour,  aucune solution efficace n'existe encore pour les protéger.

Snaac est un courtier se positionnant comme pionnier sur le marché de la cybersécurité pour les  4 millions de PME françaises.
En développant des solutions d'assurances intelligentes et ciblées Snaac garantit une sécurité et une prise en charge adaptée.
",81483767000011 
12492,Les Ripeurs,,,,18,"La startup Les Ripeurs offre (enfin) aux professionnels du bâtiment une solution simple, pratique et écologique pour gérer les déchets de leurs chantiers !",
12493,MaPreuve,,,,23,"Partant du constat que les outils actuels de protection de la Propriété Intellectuelle ne sont plus adaptés aux usages numériques et aux besoins de protection immédiats, nous avons créé MaPreuve.com  

MaPreuve.com est le premier site de confiance qui apporte une protection juridique des créations, des inventions et qui certifie tous types de documents numériques. 

MaPreuve.com s’adresse à toutes les entreprises souhaitant sécuriser leur Propriété Intellectuelle, aux entrepreneurs mais aussi aux particuliers concepteurs, inventeurs, artistes souhaitant protéger leurs créations en apportant une preuve d’intégrité et d’antériorité.

MaPreuve.com fait partie des #Legaltechs qui font l’économie de demain ! 

",
12495,Actimage,,,,9,"Actimage est une société spécialisée dans la transformation digitale. Nous sommes structurés autour de cinq pôles : Cloud, Innovation, Media, Technologie, Stratégie. Nous intervenons notamment sur les sujets Big Data, HoloLens et IoT pour des grands comptes privés et publics en France comme dans le reste du monde. En nous rejoignant, vous découvrirez une entreprise dynamique et des équipes talentueuses. Êtes-vous passionné(e) par les projets innovants ? Si vous avez de l’ingéniosité, de l’imagination et de la détermination, rejoignez-nous !",
12509,GROUPE BAUDINCHATEAUNEUF,,,,8,"BAUDIN CHATEAUNEUF : L’ART DE CONSTRUIRE
Acteur solide et incontournable du BTP, le groupe BAUDIN CHATEAUNEUF a su préserver l’esprit d’un groupe familial et indépendant, dynamisé par la passion et la réactivité de ses 1300 collaborateurs qui œuvrent au quotidien en France et à l’international. Il se positionne aujourd’hui autour d’une trentaine de métiers :

de la construction métallique et mécanique
des travaux de génie civil
du bâtiment
Le groupe élargit ses compétences, se diversifie, innove en permanence pour rénover notre précieux patrimoine historique et pour construire le paysage urbain de demain.

L’alliance de nos expertises, d’importants moyens de production industrielle, de transport, de montage, de maintenance nous permettent de répondre aux besoins les plus variés pour des projets de tout type et de toute envergure.

Esprit d’entreprendre, haut niveau de compétences, rigueur, engagement humilité et éthique, autant de valeurs qui animent le groupe depuis près de 100 ans.

Rejoignez nous : recrutement.baudinchateauneuf.com

BC lance une campagne de recrutement sur plus de 30 métiers autour du BTP sur tout le territoire national.

BE - ACHATS LOGISITQUE- CONDUITE DE TRAVAUX- GESTION D'AFFAIRES- MAINTENANCE - SOUDAGE- MONTAGE - PRODUCTION",
12510,Ludo,,,,17,"Nous avons récemment lancé Lokora, dont l’objectif est de ""disrupter"" les agences immobilières traditionnelles.

Lokora est une solution de gestion locative résolument innovante reposant sur un outil digital de type « SaaS », qui apporte un service complet et de qualité à ses clients propriétaires. Aujourd'hui à Paris, un locataire paie à un agent immobilier en moyenne 1000€ pour une visite et un état des lieux : aidez-nous à changer cela avec Lokora et à remettre de la confiance dans les rapports locatifs !

La société est financée par la bourse FrenchTech, qu’elle a obtenue en janvier, et sur fonds propres. L’ambition de croissance pour les prochains mois est forte, avec un objectif de levée de fonds à horizon 3 mois.
L’équipe fondatrice est à la recherche de ses premiers collaborateur pour accélérer le développement commercial. A la recherche d'un job exposé, motivant avec une équipe talentueuse : c'est le moment de postuler !
",
12511,My Edition Company,,,,16,"My Edition est une agence digitale basée à Paris indépendante depuis 2014 et spécialisée dans la conception et l’accompagnement web.
Nous créons tous types de projets (e-commerces, institutionnels, communautaires, blogs ... ) avec pour points communs créativités, esthétisme et performances.",
12512,Numéro Presse,,,,19,"Numéro Presse est l'éditeur de Numéro Magazine (mensuel), Numéro Homme (semestriel), Numéro Art (semestriel) et numero.com. Numéro est le magazine de la créativité, référence en matière de mode, luxe, art et culture. Il fait appel depuis 20 ans aux plus grands photographes. ",
12513,ONE STEP MARKETING,,,,10,"En pleine expansion, Start-up spécialisée dans les domaines du Marketing et de la vente, vous offre une opportunité en tant que chargé(e) de recrutement au sein d’une équipe dynamique et ambitieuse. ",
12515,AmazingContent,,,,19,"Lancée en juin 2017 après 3 ans de R&D, AmazingContent est une startup en pleine croissance qui accompagne déjà plus d’une vingtaine de clients dans tous les secteurs d’activité : banque, assurance, immobilier, énergie, communication…

Grâce à l’Intelligence Artificielle nous les aidons à développer leur stratégie de communication digitale en leur donnant les outils pour animer efficacement leurs réseaux sociaux.

Aujourd’hui nous rejoindre c’est : 

- Intégrer une équipe de 4 personnes motivées et ambitieuses
- Découvrir et approfondir un secteur en plein essor (réseaux sociaux abordés selon un angle B2B) aux côtés de spécialistes de l'IA, mentors à NUMA et conseillers pour la modernisation de l’Etat
- Travailler dans un espace de coworking dynamique en plein Paris avec 10 autres startups (terrasse au soleil et café fournis) 
- Apprendre à travailler sérieusement dans une ambiance jeune et décontractée
- La possibilité de nous rejoindre en CDI au début de l’aventure",
12520,Doyoogo,,,,17,"Doyoogo est une startup de la french Tech qui va changer la façon de voyager dans les prochaines années. Nous sommes accélérés par Numa Montpellier et nous sommes en pleine croissance ! L’aventure ne fait que débuter et vous pouvez avoir la chance d’évoluer dans une ambiance détendue, dynamique dans un cadre de travail intéressant où la technologie est au premier plan, et tout ça sous le soleil de Montpellier !

Actuellement, nous sommes une équipe de 4 personnes et nous développons le premier comparateur d’activités voyage intelligent (https://doyoogo.fr/) et nous sommes à la recherche de talents motivés et intéressés par les challenges. Nous pensons que le développement technique est au cœur de l’évolution de nos produits et nous sommes prêts à recevoir tous les candidats intéressés par le projet et qui pensent pouvoir apporter leur pierre à l’édifice.",
12521,Groupe Black Code ,,,,13,"Le Groupe Blackcode, fondé en 2009, développe des marques de gastronomie japonaises haut de gamme à Paris et à l'international, sous les marques Kinugawa, Orient Extrême, Yoko et The Cod House (6 établissements à Paris, 3 ouvertures prévues à l'international en 2018)",
12526,CAPFI,,,,16,"Chez CAPFI, nous pensons que  l’entreprise doit être un lieu d’accomplissement de soi et de plaisir partagé.
320 collaborateurs réunis à Paris et Londres autour d’une vision commune : aimer et satisfaire nos clients en leur apportant le meilleur de nous-mêmes.
 
Le partage des connaissances et le développement des expertises à travers l'innovation sont dans notre ADN.
 
Nos 5 pôles d'excellence :
Technology : IT pour la finance
6eme Sens : Infrastructure IT et Sécurité
Banque et Assurance : Conseil IT pour la banque de détail et l’assurance
Objectif : Ingénierie Digitale
Vitadata : Data Science et Big Data
 
 En partenariat avec Planète Urgence, notre association www.1j1h1a.org participe à des programmes de reforestation et permet nos à salariés d’effectuer un Congé Solidaire®.",
12529,e-consulting RH,,,,20,"E-consulting RH, Cabinet de Recrutement et d'Approche directe Digital, spécialiste des profils ""pénuriques"" et des nouveaux métiers 

•13 ans d'existence (création 2005)
•Pionnier en France du recrutement sur les réseaux sociaux
•Une technologie de chasse propriétaire et brevetée Linexio.fr
•Plus de 150 entreprises clientes (Grands Comptes, PME et TPE)
•Plus de 200 missions de recrutement ouvertes
Mieux que des chasseurs de tête, nous sommes Agents de Talents ! ",
12530,PHI-RH,,,,20,Cabinet de recrutement,
12531,LYRA,,,,5,"LYRA fait partie d’un groupe français comptant parmi les leaders dans l’industrie du dentaire. Intégrateur de solutions numériques dentaires, nous accompagnons la transition des cabinets vers le numérique et proposons à nos clients l’ensemble des technologies permettant la numérisation des empreintes, la conception et la production des restaurations prothétiques, des solutions implantaires, orthodontiques et esthétiques à l’aide du digital",
12542,AGENCE DE COMUNICATION DIGITALE HORIZON,,,,17,"Notre agence de communication digitale Horizon est située à Toulouse, Bordeaux et Montpellier. Spécialiste de la conception et de la gestion de sites internet pour les PME/TPE, nous sommes aujourd'hui un des interlocuteurs incontournables sur le secteur. Société à taille humaine, avec une trentaine de salariés, l'esprit d'équipe, le relationnel et la bonne humeur sont des valeurs essentielles de notre entreprise.
Afin d'accompagner notre croissance, nous souhaitons nous entourer de collaborateurs d'expériences ayant le souci d'apporter à leurs clients un travail de qualité.

Vous justifiez d'une expérience concluante en vente B to B.
Vous êtes à l'aise et savez maitriser un entretien de vente.
Vous êtes autonome et organisé.
Vous avez le goût du challenge.
Votre esprit d'équipe est un de vos points forts?

De tempérament dynamique, ambitieux(se) et volontaire vous cherchez à vous ancrer de manière durable au sein d'une entreprise qui vous offrira les perspectives de carrière que vous convoitez. Vous vous reconnaissez dans cette description ?
Formation d'une semaine à nos techniques de ventes.
Vous évoluerez dans une société à taille humaine en perpétuelle croissance.

Avantages:
Véhicule de fonction.
Carte essence.
Tickets Restaurant.
Commissions non plafonnées.
Challenges réguliers.

Salaire : 1800€ - 6000€ par mois",
12555,Chauvin Arnoux,,,,15,"Respect, professionnalisme, passion sont des valeurs que vous partagez ? Une forte culture d’entreprise vous attire ? Le service client et la qualité sont au cœur de vos exigences ?
Rejoignez le groupe CHAUVIN ARNOUX !

Créée en 1893, nous sommes une société française de dimension humaine et d’envergure internationale spécialisée dans l’instrumentation industrielle. Nous concevons, fabriquons et commercialisons des appareils de test et mesure destinés aux professionnels. 
Au travers de nos 1 000 collaborateurs dans le monde, nous réalisons 65 % du chiffre d'affaires à l'export.

Nous investissons 11% du chiffre d’affaires dans la Recherche et le Développement afin de rester dans une dynamique d’innovation permanente.

Rejoignez des équipes de passionnés avec une grande expertise et bénéficiez de perspectives d'évolution professionnelle.
",
12558,FIDESIO,,,,16,"Fidesio est une agence digitale et technique, basée dans le 6ème arrondissement de Paris, qui a pour vocation de développer la performance digitale de ses clients aux travers des nouveaux enjeux de business, de communication, de visibilité, etc.

Pour cela, son équipe pluridisciplinaires met ses compétences au service de ses clients, pour faciliter la mise en œuvre et la pérennité de leurs projets : e-shop, application mobile (native/hybride), site vitrine, institutionnel, extranet, et intranet, marketplace, applications métiers, application mobile, etc.

L’évolution de Fidesio passe également par l’élargissement de son offre. C’est pourquoi l’agence propose depuis plus d’un an à ses clients de faire intervenir ses développeurs directement dans leurs équipes. Par la même, Fidesio permet donc à ses collaborateurs d’ouvrir leur champs des possibles au travers de missions en accord avec leurs souhaits et les technologies qu’ils maîtrisent, et ça sans reproduire les erreurs de la concurrence. En restant humains, tout simplement. ",
12559,Spie,,,,15,,
12562,Transicia,,,,14,"Transicia, Cabinet aquitain de recrutement en CDI et intérim spécialisé, cultive depuis sa création son ancrage local et ses valeurs humaines. Quotidiennement, nous construisons une relation responsable entre les besoins de nos clients et les projets de nos candidats. Dans le respect de chacun de nos partenaires et avec enthousiasme pour notre métier, nous accompagnons leurs recrutements.

Depuis 2013, Transicia est la première entreprise de recrutement d’Aquitaine reconnue par le label LUCIE pour sa politique et ses engagements en matière de Responsabilité Sociétale des Entreprises (RSE), selon le référentiel ISO 26000.",
12565,HYRA CONSEIL,,,,4,"Hyra Conseil est spécialisé dans l’accompagnement des entreprises en général et des cabinets d’expertise comptable en particulier souhaitant externaliser une partie de la gestion de leurs ressources humaines.
Nous sommes en mesure de vous conseiller sur la politique salariale de votre entreprise ou cabinet, définir vos projets RH et vous accompagner dans la sélection et le recrutement de vos futurs salariés.


Hyra Conseil accompagne également les talents d’aujourd’hui et de demain dans la recherche de leur futur employeur. 
Que vous soyez Collaborateur comptable, Chef de Mission, Collaborateur Paie, Auditeur, Juriste, Comptable général, ou Responsable comptable, nous sommes en mesure de vous conseiller sur la définition de vos projets de carrière, l’élaboration de votre CV et vous préparer à optimiser et synthétiser la présentation de votre parcours professionnel.

Nos valeurs sont le professionnalisme, l’exigence, la disponibilité, la mobilité et la bonne humeur. 
",
12569,Careerbooster,,,,16,Cabinet de conseil et recrutement.,
12578,djam@marzaganov.com,,,,13,"BlackAndWhite Burger
Des hamburgers meilleur qualité au meilleur prix 
Type - Fast Food 
Qualité - Restaurant ",
12580,HARMONIE DE L'HABITAT,,,,8,"Fière de des 34 ans d’existence, Harmonie de l'Habitat reste une PME familiale de 34 personnes. Elle est spécialisée dans la fabrication et la pose de menuiseries et vérandas en aluminium. Elle commercialise et installe également des menuiseries PVC, stores, volets, pergolas, vitrines...
Basée sur Gardanne depuis plus de 20 ans, elle est située dans un lieu stratégique lui permettant d'intervenir dans tout l'est des bouches du Rhône majoritairement et sur les départements voisins.
En plein renouveau suite à un changement de direction, elle est à la recherche de nouveaux collaborateurs pour parfaire son organisation et continuer son développement.",
12583,Brand & Consumer Technologies,,,,16,"Éditeur de logiciel et expert des métiers de la donnée depuis plus de 20 ans, Brand & Consumer TECHNOLOGIES développe des solutions technologiques innovantes qui permettent aux marques et aux associations d'instaurer une relation éthique et pérenne avec les consommateurs et donateurs. 
Tu apprécieras l'ambiance startup conjuguée à la maturité d’une entreprise de plus de 20 ans, bénéficiant d’un budget de R&D très conséquent. 
A la fois autonome et team player, tu t'engageras à mener à bien un projet ambitieux, piloté avec le meilleur des pratiques issues des méthodes agile et des principes de conduite de projet plus traditionnels.",
12585,UCC EXPERTS,,,,16,"Ucc-Experts est une société de services spécialisée dans la mise en œuvre de solutions de communications IP (réseau IP, IP Téléphonie, Centre d’Appels, Visio Conférence, Communications Unifiées, etc.).
Nous accompagnons nos clients dans les domaines de l’intégration, l’assistance technique et technologique et du support.

Fort des différentes expertises et des hauts niveaux de certifications avec les principaux acteurs du marché (Cisco, Avaya, Alcatel-Lucent, Microsoft, Ecosystems, etc) nos équipes techniques sont en mesure d’intervenir sur tout ou partie du cycle de vie d’un projet ou d’une infrastructure.

De taille humaine, nous disposons d’une forte flexibilité pour accompagner nos clients au quotidien et assurer un niveau de réactivité optimal pour répondre aux différents besoins.

Présent chez de nombreux clients Grands Comptes du CAC40, nous intervenons sur des réseaux complexes et des solutions à l’état de l’Art technologique.

Notre positionnement particulier dans le domaine des TIC (Technologies de l'Information et de la Communication) et plus particulièrement des technologies de l’IP Communication, nous permet de proposer des missions de conseils et d’accompagnement en totale indépendance dans l’intérêt du nos clients.
Notre richesse réside dans le niveau d’expertise et de certifications de nos Ingénieurs.

Notre volonté est de maintenir et de pérenniser notre excellence dans les domaines des Communications IP. Pour cela UCC Experts veille à assurer à l’ensemble de ses collaborateurs une formation continue et maintenir son haut niveau de certifications.

UCC Experts intervient dans les différentes phases du projet :

Durant la phase « Build », nos Experts construisent avec vous des solutions sur mesure répondant à vos attentes: études techniques, audits, maquettage (proof of concept), développements, intégration, déploiement par phase, pilotage des prestataires tierces…",
12590,L4 Logistics,,,,18,"L4 LOGISTICS est un prestataire logistique spécialiste du e-commerce et de la distribution multi-canal (www.l4-logistics.fr).

Implantée en IDF sud, nous connaissons un fort développement, en réponse à la demande croissante d’externalisation de la logistique et du transport dans ce secteur",
12592,Lycée Notre Dame,,,,12,"Collège et Lycée Général et Technologique privé sous contrat, de la 6ème à bac +2.
22200 GUINGAMP",
12595,Clever Age,,,,17,"Clever Age est une agence full service couvrant la totalité de la chaîne digitale. 
Nous nous définissons comme un assembleur de cocktail de métiers complémentaires (Conseil Marketing et métier, Direction Artistique, Expertise UX, Intégration Front, Direction de projet, Ingénierie, Architecture technique, DevOps ...) - 100% indépendant.
En pleine croissance nous ne cessons de nous développer en France (Bordeaux, Nantes, Montpellier, Lyon, Paris) et nous avons même déposé nos bagages en Asie et au Canada !
Pour nous accompagner dans notre développement, nous sommes continuellement à la recherche de nouveaux talents pour intégrer notre univers web.

",
12597,GROUPE PREVOIR,,,,6,"Une entreprise ambitieuse pour elle et ses collaborateurs, PRÉVOIR valorise les efforts liés aux performances commerciales et favorise le développement des compétences individuelles et collectives.

La perspective de travailler avec un spécialiste de l'assurance de personnes depuis 1910, réputé pour son expertise, ses valeurs et sa solvabilité financière vous motive ?
",
12601,CARREFOUR,,,,10,"
Deuxième distributeur mondial et premier en Europe, le groupe Carrefour emploie 365 000 collaborateurs. Présent dans 34 pays avec plus de 10 100 magasins, il a réalisé en 2013 un chiffre d’affaires sous enseignes de 100,2 milliards d’euros. Commerçant multilocal, multiformat et multicanal, Carrefour est le partenaire de la vie quotidienne. Il accueille chaque jour près de 10 millions de clients dans le monde, leur proposant un large choix de produits et de services au prix juste.",
12605,PAYSAGE ,,,,5,"PlantezRespirez végétalise l’espace des entreprises pour les aider à améliorer la qualité de l’air et rendre l'espace de travail plus beau, et pour lutter contre le changement climatique nous guidons l'entreprise à la plantation des arbres en ville. ",
12606,SFERAC0,,,,10,"Depuis 40 ans, SFERACO (CA 52.48M€, 51 personnes) commercialise des gammes complètes de robinetterie et de raccords pour le bâtiment, l'eau et l'industrie.
",
12609,Building partners,,,,14,"« Derrière les plus belles réussites immobilières se trouve un professionnel Building Partners. »

Building Partners, fort d'une expertise de plus de 20 ans, est spécialisé dans la transaction de biens ""Familiaux de Standing"" et bénéficie d'implantations de choix dans l'ouest parisien. C’est avec plus de 400 appartements, maisons et hôtels particuliers que Building Partners offre le plus large choix de biens à la vente à Paris 17ème, Neuilly-sur-Seine et Levallois-Perret. Avec une évolution de son chiffre d'affaires de plus de 200%, Building Partners vous propose de rejoindre ses équipes pour asseoir son leadership dans le cadre de son fort développement.

« Soyez acteur de vos projets et de votre avenir… Rejoignez-nous !»
",
12613,Quadra Informatique,,,,16,"Quadra Informatique, fort de ses 20 ans d’expérience et de ses projets réussis avec ses partenaires, grands comptes régionaux et nationaux, trouve sa force dans ses 200 collaborateurs qui participent à l’aventure Quadra. Expertise, innovation et proximité sont les clés de notre succès.
Vous avez un projet professionnel ? Quadra vous donne les moyens de le réaliser. Ecoute, évolution et accompagnement sont les clés de notre management.
Nos collaborateurs sont compétents sur l’ensemble des technologies nécessaires à la réussite de leurs missions, et formés aux technologies des projets de demain. Expertise, innovation et formation sont notre leitmotiv.
Orientées clients, les équipes Quadra ont le souci permanent du meilleur niveau de prestation délivré. Qualité, sens du service et engagement sont nos préoccupations quotidiennes.
Quadra Informatique, des solutions et des hommes.

",
12614,NAP - MAISON DE LA PRESSE,,,,10,"NAP est un groupe de distribution spécialiste du commerce de proximité en France. NAP anime le réseau d’enseignes culturelles de proximité Maison de la Presse et Mag Presse et ses 1 500 magasins répartis sur tout le territoire.

Grâce à ses solutions d’approvisionnement, à la forte capillarité de sa distribution et à l’ensemble des solutions clés en main proposées aux magasins, NAP est l’allié des commerces de proximité.
",
12615,Alp'EMPLOI,,,,18,Alp'Emploi Décines recherche pour l'un de ses clients des opérateurs façonnage H/F basés sur Pusignan.,
12616,Marmelade,,,,17,"Marmelade Start up a Station F Lauréat French tech 

Faites de votre écran d'accueil votre nouveau portail d'apprentissage.

Le fonctionnement est simple:
De manière modulable, vous recevez sur votre écran d’accueil une question et 2 propositions de réponses.
On glisse vers la gauche ou vers la droite pour déverrouiller tout en répondant à la question.

Pour une expérience toujours plus personnalisé :
Choisissez vos thématiques, votre fréquence d'affichage, revenez sur votre historique de questions
",
12618,THE ASSISTANT,,,,17,"The assistant est une jeune startup française, créée en 2017 par Charles Guillot, Guillaume de Fraguier et Bertrand Canavaggio.
Mélange d’intelligence artificielle et humaine, the assistant planifie les rendez-vous, rédige le courrier, traite les notes de frais, gère les déplacements, retranscrit les réunions … 
Tous les échanges et les demandes se font exclusivement par mail.
The assistant, c’est l’assistant professionnel de demain soutenu par BPI France.
",
12620,Blue Factory,,,,9,"La Blue Factory est l’incubateur de ESCP Europe. Créée en 2003 elle a accompagné plus de 200 startups telles que Dashlane, Tediber, MakeSense, Ticket For Change, Welcome to the Jungle et beaucoup d’autres.

La Blue Factory propose aujourd’hui 3 programmes :
•	Start = destiné aux étudiants et alumni entrepreneurs qui veulent se lancer
•	Seed = un programme d’un an pour 9 startups alumni sélectionnées avec soin 
•	Scale = une communauté d’entraide entre entrepreneurs alumni pour s’étendre en Europe
",
12621,Altaprofits,,,,6,"En proposant, dès 1999, de l’assurance vie sans frais d'entrée commercialisée sur internet, Altaprofits fait figure de pionnier. 
Altaprofits propose un modèle totalement disruptif et novateur, celui d’un courtier sur internet !
Depuis Altaprofits n’a cessé d’innover et a élargi son offre : droits d’entrée à 0 euro, frais de gestion réduits, démocratisation de la gestion pilotée, souscription d’actions en direct… et sa gamme de produits d’épargne : contrat de capitalisation, PEP, PERP, Madelin…
Une Fintech et un e-courtier !
Dès sa création et pour répondre à un besoin exprimé clairement par les épargnants, celui d’avoir plus d’informations, plus de transparence sur les contrats souscrits et les bénéfices, Altaprofits a développé et mis au point une plateforme informatique totalement indépendante : le robo-advisor Asset Allocator qui offre la possibilité de suivre et de gérer gratuitement son contrat en ligne et sur mobile, la signature électronique, la gestion assistée…",
12626,AMAC,,,,13,"AMAC, ça ne s’écrit pas avec un H ? Si bien sûr, mais nous c’est AMAC : des sites exceptionnels, des services bien pensés et des équipes aux petits soins. Chez nous, les vacances sont toujours de belles surprises.
",
12627,Merito,,,,10,"Merito.fr est une plateforme de recrutement instantané qui met en relation les managers de magasins et les candidats à la recherche de jobs en CDD/CDI Temps Plein, Temps partiel dans la vente.

Inscrivez-vous sur merito.fr",
12629,EJO&CO,,,,19,"EJO&CO est une agence conseil en communication indépendante, fondée en 1993 par Emmanuel Jayet, son dirigeant actuel. Depuis plus de 20 ans EJO conseille et accompagne les entreprises, les institutions et les marques pour intégrer les métiers de l’événement et de la communication d’entreprise au sein de leur stratégie de communication globale.",
12630,Omaha-Beach,,,,19,"C’est quoi Omaha Beach ?

Experte du digital depuis 2003, Omaha-Beach est une agence de communication et de conseil qui s’engage avec ses clients TPE/PME dans le déploiement de leur stratégie et de leurs outils en leur apportant des résultats concrets et mesurables, au sein d’une relation unique de partage et de confiance .

Notre activité tourne aujourd’hui autour de trois métiers : la création d’outils digitaux, l’accompagnement webmarketing & stratégique, la formation & le conseil.

Omaha Beach, c’est aussi une agence qui encourage l’autonomie, la polyvalence et la collaboration , pour que chacun monte en compétence et soit responsable de ses projets. Au sein de notre équipe accueillante et éclectique, vous croiserez des fans de LEGO, des fous de foot (et de baby-foot), des amateurs de jazz comme de heavy-métal, des dingues de films d’horreur…

Tout un programme !",
12631,HUH? School,,,,12,"HUH School a développé Mr. Smith, le premier coach d'anglais 100% virtuel. Il est intégré dans une appli mobile B2B qui permet de changer l'environnement des collaborateurs pour recréer l'immersion que l'on connaît lorsqu'on est à l'étranger et apprendre sans s'en rendre compte.
Nous croyons à la motivation comme facteur premier de l'acquisition efficace des langues étrangères. Pour entretenir la motivation des utilisateurs, ce coach virtuel a une véritable personnalité et vient combler le manque de contact avec l'anglais entre deux cours. 
Plus d'infos sur notre site : www.huh.school",
12632,DATA 4 Management,,,,17,"data4 est un jeune cabinet de conseil dédié au management de projets basé à Sophia Antipolis.  

Notre positionnement d’acteur spécialisé s’accompagne de choix forts destinés à repositionner le métier de « consultant » au cœur du projet d’entreprise :

•	Pas de de middle-management ni de titres
•	Une organisation horizontale articulée autour de 4 communautés d’expertise autogérées
•	Un recrutement sélectif qui porte autant sur votre personnalité que sur vos compétences
•	Un projet d’entreprise collaboratif dans lequel vous êtes encouragé à participer
•	Une diversité d’activités et de projets directement liée à vos affinités et à votre implication
",
